receipt_id,bill_id,date,hour,item_name,category,quantity,unit_price,payment_method,channel,cashier,customer_age_group,customer_distance_km,loyalty_member
R01688,B2038,15-03-2025,8,Soap Bar,Household,2,0.7,Cash,In-store,Carlos,36-50,2.7,No
R00737,B1453,01-02-2025,10,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,51-65,1.2,No
R00474,B1283,20-01-2025,13,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,26-35,0.2,Yes
R02035,B2263,31-03-2025,13,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,36-50,2.9,No
R02571,B2589,09-05-2025,17,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,51-65,0.7,Yes
R00504,B1302,22-01-2025,10,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,65+,0.6,No
R00552,B1332,24-01-2025,14,Eggs (6),Dairy,1,1.8,Cash,In-store,Bina,36-50,1.2,No
R02076,B2286,03-04-2025,8,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,65+,2.1,Yes
R00402,B1248,18-01-2025,15,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,26-35,0.4,No
R01351,B1836,28-02-2025,13,coke,Beverages,1,1.2,Cash,In-store,Bina,51-65,0.5,No
R00092,B1060,05-01-2025,7,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,65+,0.7,No
R02748,B2692,17-05-2025,9,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,65+,1.4,No
R01735,B2071,17-03-2025,11,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,26-35,0.4,No
R02607,B2612,11-05-2025,7,Rice 1kg,Pantry,2,2,Cash,In-store,Bina,26-35,1.9,No
R00966,B1589,11-02-2025,14,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,51-65,1.6,No
R01915,B2184,26-03-2025,17,bread,Bakery,1,1,Cash,In-store,Carlos,36-50,2.1,No
R02846,B2756,22-05-2025,19,Eggs (6),Dairy,1,1.8,Cash,In-store,Bina,65+,0.4,No
R00652,B1398,28-01-2025,20,Instant Noodles,Pantry,2,0.6,Cash,In-store,Amir,36-50,2,No
R01249,B1776,23-02-2025,13,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Amir,51-65,1.5,No
R00977,B1597,11-02-2025,16,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,65+,0.2,No
R02560,B2582,09-05-2025,13,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,36-50,1.3,No
R02594,B2603,10-05-2025,19,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,65+,1.2,No
R00766,B1471,02-02-2025,7,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Carlos,26-35,2,Yes
R00888,B1543,08-02-2025,16,Cooking Oil 1L,Pantry,3,3.2,Cash,In-store,Carlos,51-65,2.7,No
R01274,B1789,24-02-2025,7,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,26-35,1.2,No
R01122,B1695,17-02-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Amir,36-50,0.8,No
R02520,B2559,07-05-2025,17,coke,Beverages,1,1.2,Online,Online,Bina,18-25,4.3,No
R02084,B2291,03-04-2025,21,Soap Bar,Household,1,0.7,Cash,In-store,Amir,65+,1.1,No
R03088,B2914,07-01-2025,11,test,Other,1,0.01,Online,Online,Carlos,26-35,1,No
R00375,B1233,17-01-2025,22,Rice 1kg,Pantry,3,2,Cash,In-store,Carlos,65+,2,Yes
R00637,B1388,27-01-2025,11,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Amir,26-35,0.6,No
R01746,B2080,18-03-2025,17,coca cola,Beverages,1,1.2,Cash,In-store,Carlos,36-50,2.3,No
R01863,B2152,24-03-2025,16,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,65+,1.3,No
R02109,B2310,07-04-2025,12,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,36-50,1.4,Yes
R02336,B2452,27-04-2025,7,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,65+,0.7,No
R02300,B2428,23-04-2025,11,White Bread,Bakery,3,1,Cash,In-store,Carlos,51-65,0.4,No
R00645,B1394,28-01-2025,18,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,18-25,2.4,No
R02435,B2510,03-05-2025,14,Eggs (6),Dairy,2,1.8,Card,In-store,Bina,51-65,3.6,No
R01092,B1677,16-02-2025,11,White bread,Bakery,1,1,Cash,In-store,Carlos,51-65,3.3,Yes
R00302,B1189,14-01-2025,13,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,51-65,1,No
R00902,B1551,08-02-2025,16,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,65+,1.2,Yes
R00420,B1258,18-01-2025,9,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,65+,0.9,No
R00969,B1591,11-02-2025,18,White Bread,Bakery,3,1,Cash,In-store,Amir,65+,2.2,Yes
R02943,B2813,26-05-2025,10,coke,Beverages,2,1.2,Cash,In-store,Amir,36-50,0.4,No
R00519,B1310,22-01-2025,19,coca cola,Beverages,1,1.2,Cash,In-store,Amir,65+,0.3,No
R00605,B1365,26-01-2025,18,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Bina,36-50,1.7,No
R00589,B1355,25-01-2025,22,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,51-65,0.7,No
R01488,B1915,06-03-2025,22,Instant Noodles,Pantry,3,0.6,Cash,In-store,Amir,65+,1.9,No
R00031,B1016,02-01-2025,9,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,26-35,0.3,Yes
R01091,B1677,16-02-2025,11,Milk 1L,Dairy,2,1.4,Cash,In-store,Carlos,51-65,3.3,No
R00346,B1214,15-01-2025,15,Frozen Meals,Frozen,3,4,Cash,In-store,Bina,18-25,1.5,Yes
R01135,B1704,18-02-2025,16,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,51-65,1.3,No
R02707,B2668,15-05-2025,12,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,18-25,2,Yes
R02802,B2725,19-05-2025,14,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,51-65,1,Yes
R01137,B1705,18-02-2025,14,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,65+,1.2,No
R00904,B1552,08-02-2025,14,Cooking Oil 1L,Pantry,3,3.2,Cash,In-store,Bina,65+,1.2,No
R02681,B2652,14-05-2025,11,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,36-50,2,No
R00876,B1536,07-02-2025,17,Frozen Meals,Frozen,3,4,Online,Online,Bina,26-35,3.8,Yes
R02638,B2629,12-05-2025,18,Coca-Cola,Beverages,4,1.2,Cash,In-store,Carlos,65+,1.4,No
R00369,B1228,16-01-2025,16,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,51-65,0.8,No
R01079,B1667,15-02-2025,16,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,18-25,1.9,No
R02462,B2525,05-05-2025,14,Soap Bar,Household,1,0.7,Cash,In-store,Amir,51-65,1.1,No
R00580,B1347,25-01-2025,20,Instant Noodles,Pantry,3,0.6,Cash,In-store,Amir,51-65,1.7,Yes
R02450,B2516,04-05-2025,20,Tea Bags (25),Pantry,1,2.5,Online,Online,Carlos,36-50,3.7,No
R01802,B2116,21-03-2025,15,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,51-65,1.9,No
R02680,B2651,14-05-2025,16,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,36-50,1.9,No
R00538,B1323,23-01-2025,15,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,51-65,2,No
R00688,B1421,30-01-2025,14,Milk 1L,Dairy,2,1.4,Cash,In-store,Bina,36-50,1.2,Yes
R01835,B2138,23-03-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Bina,36-50,0.3,No
R01545,B1946,08-03-2025,20,Bottled Water 1.5L,Beverages,3,0.8,Cash,In-store,Amir,36-50,1.7,No
R01525,B1936,07-03-2025,13,coca cola,Beverages,1,1.2,Card,In-store,Carlos,18-25,0.6,Yes
R02976,B2834,28-05-2025,19,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,36-50,2.7,Yes
R01290,B1800,25-02-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Bina,65+,1.4,No
R02796,B2721,19-05-2025,18,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,51-65,0.8,Yes
R00126,B1081,06-01-2025,17,Bottled Water 1.5L,Beverages,3,0.8,Cash,In-store,Bina,36-50,1.2,Yes
R00169,B1106,08-01-2025,14,White bread,Bakery,2,1,Card,In-store,Carlos,18-25,4.8,No
R03028,B2859,29-05-2025,9,Tea Bags (25),Pantry,1,2.5,Card,In-store,Bina,36-50,5,No
R02012,B2247,30-03-2025,7,Fresh Vegetables Pack,Fresh,3,3.5,Cash,In-store,Carlos,65+,1.9,No
R02249,B2396,19-04-2025,12,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,36-50,2.1,No
R02178,B2351,13-04-2025,11,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,51-65,0.7,No
R01440,B1884,03-03-2025,12,White Bread,Bakery,1,1,Card,In-store,Amir,26-35,4.5,No
R01983,B2227,29-03-2025,13,White Bread,Bakery,1,1,Cash,In-store,Carlos,18-25,1.2,Yes
R00460,B1277,20-01-2025,12,Soap Bar,Household,3,0.7,Online,Online,Amir,36-50,2.6,No
R00734,B1451,01-02-2025,16,bread,Bakery,1,1,Card,In-store,Bina,36-50,4.3,No
R03078,B2904,05-01-2025,12,test item,Other,1,0.01,Online,Online,Amir,26-35,1,No
R00783,B1481,03-02-2025,15,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,51-65,2,No
R00174,B1108,09-01-2025,15,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,65+,1.1,No
R00878,B1537,07-02-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Bina,36-50,0.5,No
R00395,B1244,17-01-2025,11,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Bina,65+,0.5,No
R00752,B1463,02-02-2025,15,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,26-35,0.8,No
R01433,B1882,03-03-2025,12,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Carlos,65+,0.2,No
R02968,B2829,27-05-2025,15,Coca-Cola,Beverages,2,1.2,Cash,In-store,Amir,65+,1.5,Yes
R00344,B1212,15-01-2025,15,White bread,Bakery,1,1,Cash,In-store,Carlos,65+,1.3,No
R01743,B2077,18-03-2025,8,Rice 1kg,Pantry,2,2,Cash,In-store,Bina,65+,1.7,No
R01652,B2013,13-03-2025,12,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,51-65,1.8,No
R01451,B1892,04-03-2025,21,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,18-25,1.3,No
R01283,B1795,25-02-2025,15,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,18-25,1.9,Yes
R00522,B1312,22-01-2025,13,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,36-50,0.8,No
R01916,B2185,26-03-2025,17,Rice 1kg,Pantry,2,2,Cash,In-store,Amir,51-65,0.9,Yes
R01016,B1622,13-02-2025,17,coca cola,Beverages,2,1.2,Cash,In-store,Carlos,18-25,1,Yes
R01628,B1999,12-03-2025,20,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,36-50,1.7,No
R02926,B2803,25-05-2025,8,bread,Bakery,3,1,Cash,In-store,Bina,36-50,0.3,No
R02736,B2686,16-05-2025,17,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,36-50,0.7,No
R01774,B2098,19-03-2025,12,Milk 1L,Dairy,2,1.4,Cash,In-store,Bina,36-50,0.7,Yes
R00947,B1581,10-02-2025,10,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,36-50,1.1,No
R01704,B2049,15-03-2025,12,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,18-25,0.9,No
R02290,B2422,23-04-2025,11,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,26-35,0.5,No
R02828,B2742,21-05-2025,16,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,65+,0.3,Yes
R02576,B2592,10-05-2025,22,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,51-65,1.3,No
R02743,B2689,17-05-2025,14,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,51-65,0.4,No
R00548,B1329,23-01-2025,12,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,65+,1.1,No
R02190,B2359,15-04-2025,11,Soap Bar,Household,1,0.7,Cash,In-store,Amir,65+,1.3,No
R00877,B1536,07-02-2025,17,Eggs (6),Dairy,2,1.8,Online,Online,Bina,26-35,3.8,No
R00096,B1062,05-01-2025,7,Frozen Meals,Frozen,3,4,Cash,In-store,Bina,51-65,0.7,No
R02623,B2618,11-05-2025,17,Potato Chips,Snacks,2,1.1,Card,In-store,Amir,51-65,2.1,No
R00607,B1367,26-01-2025,14,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,26-35,1.7,No
R02242,B2391,19-04-2025,15,Cooking Oil 1L,Pantry,1,,Cash,In-store,Bina,51-65,0.9,No
R02852,B2759,22-05-2025,15,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,51-65,1.9,No
R00153,B1099,08-01-2025,15,Fresh Vegetables Pack,Fresh,1,3.5,Card,In-store,Amir,18-25,2,No
R02633,B2625,12-05-2025,15,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,51-65,1.3,No
R00510,B1305,22-01-2025,16,White bread,Bakery,4,1,Cash,In-store,Amir,26-35,1.1,No
R01225,B1762,23-02-2025,13,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,26-35,1.5,No
R01325,B1821,27-02-2025,14,White Bread,Bakery,1,1,Cash,In-store,Bina,26-35,0.3,Yes
R00655,B1400,28-01-2025,9,Bottled Water 1.5L,Beverages,1,0.8,Card,In-store,Bina,18-25,4.6,Yes
R02811,B2732,20-05-2025,8,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,36-50,2.4,No
R00406,B1251,18-01-2025,14,Chocolate Bar,Snacks,1,0.9,Card,In-store,Amir,36-50,5.7,Yes
R00646,B1395,28-01-2025,22,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,51-65,1,No
R00623,B1378,27-01-2025,10,Tea Bags (25),Pantry,4,2.5,Cash,In-store,Amir,51-65,1,No
R00687,B1420,30-01-2025,16,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,65+,2.6,Yes
R01332,B1824,27-02-2025,10,Coca Cola 500ml,Beverages,2,1.2,Card,In-store,Carlos,26-35,1.8,No
R02327,B2447,25-04-2025,18,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Carlos,65+,1.7,Yes
R02502,B2550,07-05-2025,10,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,51-65,1.5,No
R02538,B2570,08-05-2025,12,Milk 1L,Dairy,4,1.4,Cash,In-store,Bina,51-65,0.3,No
R02367,B2472,29-04-2025,14,Fresh Vegetables Pack,Fresh,4,3.5,Online,Online,Amir,18-25,2.3,No
R00249,B1158,12-01-2025,20,White bread,Bakery,2,1,Online,Online,Bina,18-25,2,Yes
R00380,B1236,17-01-2025,13,White Bread,Bakery,1,1,Card,In-store,Carlos,51-65,2.3,No
R01279,B1792,25-02-2025,18,Milk 1L,Dairy,2,1.4,Cash,In-store,Bina,65+,2.1,No
R00823,B1506,05-02-2025,17,Eggs (6),Dairy,3,1.8,Cash,In-store,Amir,65+,0.4,No
R00554,B1333,24-01-2025,20,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Bina,18-25,0.8,No
R00604,B1364,26-01-2025,9,Cooking Oil 1L,Pantry,1,3.2,Online,Online,Amir,26-35,6.9,No
R02323,B2444,25-04-2025,17,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,18-25,1.3,Yes
R02288,B2421,23-04-2025,18,Milk 1L,Dairy,2,1.4,Cash,In-store,Carlos,36-50,2.1,Yes
R00283,B1177,13-01-2025,19,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,65+,1.3,No
R02265,B2405,21-04-2025,11,Soap Bar,Household,4,0.7,Cash,In-store,Carlos,36-50,1.8,No
R00791,B1487,03-02-2025,11,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,51-65,2.1,No
R01515,B1931,07-03-2025,17,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,18-25,0.2,No
R00301,B1188,14-01-2025,21,Eggs (6),Dairy,3,1.8,Cash,In-store,Amir,18-25,1.1,No
R02599,B2606,11-05-2025,14,Rice 1kg,Pantry,2,2,Online,Online,Amir,26-35,0.7,No
R02977,B2835,28-05-2025,17,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,51-65,1.3,No
R01317,B1817,27-02-2025,9,Milk 1L,Dairy,3,1.4,Cash,In-store,Amir,65+,2.4,No
R02931,B2806,25-05-2025,18,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Bina,51-65,2.8,Yes
R01782,B2103,20-03-2025,11,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,65+,1.2,No
R02247,B2394,19-04-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Bina,36-50,1.5,Yes
R00377,B1234,17-01-2025,16,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,26-35,1.4,No
R01751,B2082,18-03-2025,19,Tea Bags (25),Pantry,4,2.5,Cash,In-store,Amir,51-65,1,No
R00352,B1217,15-01-2025,13,coke,Beverages,1,1.2,Cash,In-store,Amir,51-65,0.2,Yes
R01052,B1648,14-02-2025,21,bread,Bakery,3,1,Cash,In-store,Carlos,36-50,1.9,No
R01938,B2200,27-03-2025,7,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,26-35,2.6,No
R01760,B2089,19-03-2025,17,Frozen Meals,Frozen,4,4,Cash,In-store,Amir,26-35,1.4,Yes
R02616,B2616,11-05-2025,21,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,36-50,1.3,No
R00310,B1193,14-01-2025,18,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,65+,1.5,No
R01278,B1791,24-02-2025,9,White bread,Bakery,3,1,Cash,In-store,Amir,51-65,0.6,No
R00779,B1478,02-02-2025,14,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,36-50,0.9,No
R01555,B1952,09-03-2025,17,Instant Noodles,Pantry,3,0.6,Card,In-store,Amir,18-25,1.8,No
R00901,B1550,08-02-2025,15,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,51-65,2,No
R00193,B1122,09-01-2025,8,Eggs (6),Dairy,3,1.8,Cash,In-store,Amir,18-25,2.7,No
R02613,B2614,11-05-2025,7,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Carlos,36-50,0.8,Yes
R02902,B2788,24-05-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Bina,65+,1.7,No
R00448,B1271,19-01-2025,11,Soap Bar,Household,1,0.7,Card,In-store,Amir,51-65,5,No
R01697,B2043,15-03-2025,10,Potato Chips,Snacks,2,1.1,Cash,In-store,Carlos,26-35,2.6,No
R03050,B2876,23-04-2025,19,test item,Other,1,0.01,Card,Online,Carlos,26-35,1,No
R01787,B2106,20-03-2025,10,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,65+,1.6,No
R00861,B1529,06-02-2025,14,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Amir,36-50,1.7,Yes
R02711,B2672,15-05-2025,21,Chocolate Bar,Snacks,1,0.9,Online,Online,Carlos,36-50,2.9,No
R02041,B2266,31-03-2025,14,White bread,Bakery,2,1,Card,In-store,Amir,26-35,1.5,No
R02830,B2743,21-05-2025,15,Potato Chips,Snacks,3,1.1,Cash,In-store,Carlos,65+,0.8,No
R01179,B1733,20-02-2025,9,Potato Chips,Snacks,3,1.1,Cash,In-store,Bina,36-50,0.6,No
R01914,B2183,26-03-2025,17,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,36-50,0.8,Yes
R02818,B2734,20-05-2025,17,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,51-65,0.9,No
R00075,B1047,04-01-2025,11,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,65+,0.9,No
R00692,B1423,30-01-2025,10,Rice 1kg,Pantry,1,2,Card,In-store,Amir,36-50,3.1,No
R01929,B2193,27-03-2025,16,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,36-50,0.6,No
R02254,B2400,19-04-2025,7,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,26-35,1,No
R02350,B2464,29-04-2025,15,Coca-Cola,Beverages,1,1.2,Cash,In-store,Amir,26-35,1,No
R00335,B1208,15-01-2025,16,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Bina,18-25,1.1,No
R01781,B2102,20-03-2025,15,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,18-25,3.3,No
R00493,B1294,21-01-2025,22,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,36-50,1.5,Yes
R01396,B1862,02-03-2025,11,Eggs (6),Dairy,1,1.8,Cash,In-store,Bina,65+,1.6,No
R00295,B1186,13-01-2025,16,White bread,Bakery,1,1,Online,Online,Bina,26-35,5.2,No
R00597,B1361,26-01-2025,18,Milk 1L,Dairy,2,1.4,Cash,In-store,Carlos,26-35,1.4,Yes
R00497,B1297,21-01-2025,21,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Carlos,51-65,1.7,No
R02260,B2402,19-04-2025,10,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Carlos,65+,2.2,Yes
R00698,B1427,30-01-2025,18,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,51-65,1.6,No
R02729,B2681,16-05-2025,11,White bread,Bakery,2,1,Cash,In-store,Amir,36-50,0.7,No
R02589,B2600,10-05-2025,12,Instant Noodles,Pantry,2,0.6,Online,Online,Carlos,26-35,4,No
R02728,B2680,16-05-2025,7,Instant Noodles,Pantry,2,0.6,Cash,In-store,Amir,26-35,2.2,Yes
R02905,B2789,24-05-2025,17,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,51-65,0.7,Yes
R02919,B2798,25-05-2025,11,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,36-50,1.2,Yes
R00840,B1516,06-02-2025,11,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,65+,0.8,No
R01842,B2142,23-03-2025,13,White Bread,Bakery,1,1,Cash,In-store,Amir,51-65,1,No
R00672,B1413,29-01-2025,13,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,36-50,1.4,No
R01382,B1856,01-03-2025,17,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,51-65,2.1,Yes
R01312,B1813,26-02-2025,12,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,36-50,0.6,No
R01154,B1717,19-02-2025,10,Coca-Cola,Beverages,1,1.2,Cash,In-store,Carlos,26-35,1.4,Yes
R00085,B1055,05-01-2025,11,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,26-35,2,Yes
R01972,B2222,29-03-2025,12,Soap Bar,Household,2,0.7,Cash,In-store,Bina,65+,0.5,Yes
R00438,B1268,19-01-2025,12,White bread,Bakery,2,1,Cash,In-store,Carlos,26-35,1.4,No
R01303,B1808,26-02-2025,12,Potato Chips,Snacks,2,1.1,Cash,In-store,Amir,65+,0.9,Yes
R01206,B1748,22-02-2025,17,Soap Bar,Household,2,0.7,Card,In-store,Bina,36-50,6.8,No
R01238,B1769,23-02-2025,20,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,51-65,0.2,No
R02093,B2299,05-04-2025,15,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,36-50,1.4,Yes
R00196,B1124,10-01-2025,20,Fresh Vegetables Pack,Fresh,3,3.5,Cash,In-store,Bina,18-25,2.1,Yes
R02551,B2576,09-05-2025,21,coke,Beverages,2,1.2,Cash,In-store,Bina,65+,2.9,Yes
R00476,B1284,20-01-2025,10,Eggs (6),Dairy,1,1.8,Online,Online,Carlos,51-65,6.5,No
R02959,B2823,27-05-2025,14,Tea Bags (25),Pantry,1,2.5,Card,In-store,Amir,36-50,4.3,No
R00337,B1209,15-01-2025,17,Potato Chips,Snacks,4,1.1,Cash,In-store,Carlos,18-25,0.5,No
R02073,B2284,03-04-2025,17,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,51-65,0.3,No
R01686,B2037,15-03-2025,14,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,36-50,2.2,No
R02723,B2677,16-05-2025,14,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,65+,1.7,No
R02954,B2820,27-05-2025,11,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,36-50,2,No
R02686,B2656,14-05-2025,15,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Amir,65+,2.3,No
R02179,B2352,13-04-2025,18,Cooking Oil 1L,Pantry,3,3.2,Cash,In-store,Amir,65+,0.4,No
R00109,B1069,05-01-2025,7,Rice 1kg,Pantry,3,2,Cash,In-store,Carlos,65+,2,No
R00091,B1060,05-01-2025,7,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,65+,0.7,No
R00596,B1360,26-01-2025,20,Soap Bar,Household,1,0.7,Cash,In-store,Bina,51-65,1.4,No
R02299,B2427,23-04-2025,11,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,51-65,1.5,No
R03032,B2861,30-05-2025,15,Soap Bar,Household,3,0.7,Cash,In-store,Carlos,36-50,1,Yes
R02381,B2480,01-05-2025,14,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Amir,36-50,3.3,Yes
R02782,B2712,18-05-2025,16,Instant Noodles,Pantry,2,0.6,Cash,In-store,Bina,51-65,0.6,No
R01855,B2149,23-03-2025,9,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Carlos,65+,2.6,No
R01616,B1993,12-03-2025,17,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Bina,36-50,1.6,No
R00696,B1426,30-01-2025,16,Cooking Oil 1L,Pantry,3,3.2,Cash,In-store,Bina,36-50,0.9,Yes
R03017,B2855,29-05-2025,11,Soap Bar,Household,2,0.7,Online,Online,Bina,51-65,4.2,No
R01013,B1620,13-02-2025,14,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,36-50,2,No
R00316,B1197,14-01-2025,20,Eggs (6),Dairy,1,1.8,Online,Online,Amir,18-25,4.9,Yes
R01568,B1959,09-03-2025,14,coca cola,Beverages,1,1.2,Cash,In-store,Amir,51-65,0.6,Yes
R00834,B1513,05-02-2025,22,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,36-50,0.8,Yes
R00394,B1244,17-01-2025,11,Eggs (6),Dairy,2,1.8,Cash,In-store,Bina,65+,0.5,No
R01744,B2078,18-03-2025,16,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,51-65,2.8,No
R02552,B2577,09-05-2025,16,White bread,Bakery,2,1,Cash,In-store,Amir,51-65,1.3,No
R01707,B2052,15-03-2025,18,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,65+,0.3,No
R02438,B2510,03-05-2025,14,Soap Bar,Household,2,0.7,Card,In-store,Bina,51-65,3.6,Yes
